ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
2114,1946,PhD,Single,11.324195417595107,0,0,23,6.914730892718563,3.1354942159291497,4.7535901911063645,4.0943445622221,4.23410650459726,3.828641396489095,1,7,6,12,3,0,0,1,1,0,0,3,11,1
9736,1980,Graduation,Married,10.641870970494749,1,1,51,3.9889840465642745,1.791759469228055,2.995732273553991,1.0986122886681096,2.639057329615259,1.6094379124341003,3,3,0,3,8,0,0,0,0,0,0,3,11,0
4939,1946,Graduation,Together,10.539032102959615,0,0,20,4.442651256490317,1.791759469228055,3.6635616461296463,5.017279836814924,2.5649493574615367,3.367295829986474,2,4,1,6,7,0,0,0,0,0,0,3,11,0
6565,1949,Master,Married,11.251508751434526,0,1,91,6.920671504248683,4.394449154672439,6.212606095751519,0.0,2.833213344056216,5.176149732573829,2,11,4,9,5,0,0,0,1,0,0,3,11,0
2278,1985,2n Cycle,Single,10.428600622910189,1,0,86,1.6094379124341003,2.8903717578961645,2.995732273553991,3.4339872044851463,3.2188758248682006,3.6888794541139363,2,2,1,3,6,0,0,0,0,0,0,3,11,0
9360,1982,Graduation,Married,10.519780686235853,0,0,41,4.465908118654584,1.0986122886681096,4.304065093204169,4.248495242049359,3.6635616461296463,3.8918202981106265,1,4,2,5,8,0,0,0,0,0,0,3,11,0
5376,1979,Graduation,Married,7.803026643632217,1,0,42,0.6931471805599453,0.6931471805599453,7.453561871643373,0.6931471805599453,0.6931471805599453,0.6931471805599453,15,0,28,0,1,0,0,0,0,0,0,3,11,0
1993,1949,PhD,Married,10.978626485018596,0,1,63,6.7661917146603505,0.0,4.465908118654584,0.0,0.0,2.995732273553991,3,2,3,9,8,0,1,0,0,0,0,3,11,0
4047,1954,PhD,Married,11.087130090388813,0,1,0,5.953243334287785,0.0,4.634728988229636,3.091042453358316,3.4965075614664802,1.791759469228055,3,6,2,9,4,0,0,0,0,0,0,3,11,0
1409,1951,Graduation,Together,10.613737640995735,0,1,69,5.602118820879701,1.3862943611198906,3.332204510175204,3.6888794541139363,1.9459101490553132,4.605170185988092,7,7,1,5,8,0,0,0,0,0,0,3,11,0
7892,1969,Graduation,Single,9.83037908071549,0,0,89,1.9459101490553132,1.6094379124341003,3.258096538021482,2.772588722239781,2.5649493574615367,2.639057329615259,2,2,1,3,7,0,0,0,0,0,0,3,11,0
2404,1976,Graduation,Married,10.884816680589505,1,1,4,5.159055299214529,1.6094379124341003,3.4339872044851463,1.3862943611198906,1.9459101490553132,3.7376696182833684,4,5,1,4,7,0,0,0,0,0,0,3,11,0
5255,1986,Graduation,Single,10.86376170235393,1,0,19,1.791759469228055,0.6931471805599453,1.3862943611198906,1.3862943611198906,5.575949103146316,5.8944028342648505,0,27,0,0,1,0,0,0,0,0,0,3,11,0
9422,1989,Graduation,Married,10.554796597479278,1,0,26,3.6109179126442243,1.0986122886681096,3.7612001156935624,3.044522437723423,3.091042453358316,2.3978952727983707,2,2,1,4,3,0,0,0,0,0,0,3,11,0
1966,1965,PhD,Married,11.345914106667006,0,0,96,6.529418838262226,4.61512051684126,6.687108607866515,3.091042453358316,4.204692619390966,0.0,1,6,9,10,2,0,0,1,0,0,0,3,11,0
6864,1989,Master,Divorced,9.30383071506352,0,0,34,2.1972245773362196,1.6094379124341003,2.3978952727983707,1.0986122886681096,1.0986122886681096,1.6094379124341003,2,3,0,3,5,0,0,0,0,0,0,3,11,0
3033,1963,Master,Together,10.561551448966803,0,0,56,4.727387818712341,2.8903717578961645,3.8066624897703196,3.5553480614894135,3.1354942159291497,4.499809670330265,1,2,5,3,3,0,0,0,0,0,0,3,11,0
5710,1970,Graduation,Together,10.61026639832702,0,1,31,4.709530201312334,0.0,1.791759469228055,1.0986122886681096,0.0,1.3862943611198906,2,2,1,4,5,0,1,0,0,0,0,3,11,0
7373,1952,PhD,Divorced,10.749591843760111,0,2,8,4.574710978503383,2.5649493574615367,4.574710978503383,3.5263605246161616,3.1354942159291497,3.784189633918261,6,4,1,6,6,0,0,0,0,0,0,3,11,1
8755,1946,Master,Married,11.13689293754577,0,0,4,6.180016653652572,3.5553480614894135,6.156978985585555,4.787491742782046,4.23410650459726,3.1354942159291497,1,3,5,9,7,0,0,0,0,0,0,3,11,0
10738,1951,Master,Single,10.807503253534671,1,1,55,3.713572066704308,0.0,2.995732273553991,1.0986122886681096,0.6931471805599453,1.3862943611198906,1,2,0,3,7,0,0,0,0,0,0,3,11,0
4339,1970,PhD,Married,11.117717571314712,0,1,37,6.555356891810665,2.8903717578961645,5.0238805208462765,0.0,2.1972245773362196,3.58351893845611,5,5,6,12,2,0,0,0,0,0,0,3,11,0
10755,1976,2n Cycle,Married,10.074031693706946,1,0,76,1.9459101490553132,1.3862943611198906,2.70805020110221,2.772588722239781,2.0794415416798357,3.6109179126442243,3,3,1,2,7,0,0,0,0,0,0,3,11,0
8595,1973,Graduation,Widow,10.65561093819637,0,1,99,4.02535169073515,0.0,1.9459101490553132,1.0986122886681096,0.0,1.6094379124341003,2,1,1,3,5,0,0,0,0,0,0,3,11,0
2968,1943,PhD,Divorced,10.79853421874079,0,0,53,6.082218910376446,2.1972245773362196,5.332718793265369,5.081404364984463,3.912023005428146,3.7612001156935624,2,7,10,5,6,1,0,0,0,0,0,3,11,1
8601,1980,Graduation,Married,11.289931902407144,0,1,3,6.045005314036012,4.343805421853684,6.285998094508865,4.418840607796598,5.187385805840755,4.634728988229636,2,8,6,5,4,0,0,0,0,0,0,3,11,0
503,1985,Master,Married,9.931102719569102,1,0,88,2.639057329615259,0.6931471805599453,3.4011973816621555,1.3862943611198906,0.0,2.0794415416798357,2,2,0,3,8,0,0,0,0,0,0,3,11,0
8430,1957,Graduation,Together,9.99857043378282,0,1,4,2.302585092994046,0.0,1.9459101490553132,1.3862943611198906,0.6931471805599453,1.3862943611198906,1,0,0,3,5,0,0,0,0,0,0,3,11,0
7281,1959,PhD,Single,10.86376170235393,0,0,80,4.406719247264253,2.4849066497880004,3.9318256327243257,1.3862943611198906,1.0986122886681096,3.6888794541139363,1,1,3,4,2,0,0,0,0,0,0,3,11,0
2139,1975,Master,Married,8.922791623969637,1,0,19,1.3862943611198906,0.6931471805599453,2.3978952727983707,1.3862943611198906,1.0986122886681096,2.5649493574615367,3,2,0,3,5,0,0,0,0,0,0,3,11,0
1371,1976,Graduation,Single,11.289056650716423,0,0,72,4.820281565605037,5.10594547390058,5.58724865840025,5.429345628954441,3.4339872044851463,5.1647859739235145,1,2,4,9,1,0,0,0,0,0,0,3,11,0
9909,1996,2n Cycle,Married,8.922791623969637,0,0,24,1.3862943611198906,2.9444389791664403,2.70805020110221,2.772588722239781,3.1354942159291497,3.9318256327243257,3,3,1,3,9,0,0,0,0,0,0,3,11,1
7286,1968,Graduation,Together,10.638951609723101,1,0,92,2.639057329615259,1.9459101490553132,2.772588722239781,1.3862943611198906,1.791759469228055,2.639057329615259,1,2,0,2,10,0,0,0,0,0,0,3,11,0
7244,1951,Graduation,Single,10.86376170235393,2,1,96,3.8918202981106265,1.791759469228055,3.8918202981106265,1.9459101490553132,2.3978952727983707,2.0794415416798357,3,2,1,4,6,0,0,0,0,0,0,3,11,0
6566,1954,PhD,Married,11.19204504181486,1,1,39,6.717804695023691,3.9318256327243257,5.762051382780177,3.9318256327243257,3.6635616461296463,3.6635616461296463,9,5,2,12,8,0,0,0,0,0,0,3,11,0
8614,1957,Graduation,Widow,11.089606928642473,0,1,29,5.5053315359323625,2.995732273553991,4.836281906951478,3.6375861597263857,4.219507705176107,2.70805020110221,1,4,2,10,2,0,0,0,0,0,0,3,11,0
4114,1964,Master,Married,11.279024257003059,0,0,2,6.478509642208569,3.6375861597263857,6.660575149839686,3.332204510175204,5.123963979403259,3.4965075614664802,1,6,9,13,3,0,0,0,0,0,0,3,11,0
1331,1977,Graduation,Single,10.485451744135313,1,0,54,2.5649493574615367,1.9459101490553132,3.044522437723423,3.4339872044851463,0.6931471805599453,1.3862943611198906,2,2,0,3,7,0,0,0,0,0,0,3,11,0
2225,1977,Graduation,Divorced,11.321559127189037,0,0,54,6.236369590203704,4.795790545596741,6.311734809152915,5.056245805348308,3.713572066704308,5.488937726156687,1,4,9,7,1,1,0,0,1,0,0,3,11,1
9381,1978,Graduation,Married,11.103060692517378,1,1,57,5.796057750765372,2.302585092994046,4.8283137373023015,2.5649493574615367,3.2188758248682006,4.700480365792417,7,4,2,10,3,0,0,0,0,0,0,3,11,0
6260,1955,Master,Together,11.319158660491532,0,0,55,6.892641641172089,3.9512437185814275,6.07073772800249,5.198497031265826,4.795790545596741,5.25227342804663,1,3,10,13,1,0,0,1,0,0,0,3,11,1
10383,1966,Graduation,Divorced,11.160356366215561,0,0,30,5.69035945432406,3.58351893845611,6.180016653652572,4.804021044733257,4.795790545596741,3.713572066704308,1,5,5,10,3,0,0,0,0,0,0,3,11,1
7437,1988,Graduation,Single,10.237778841189767,1,0,31,2.639057329615259,0.0,2.1972245773362196,1.0986122886681096,0.6931471805599453,1.791759469228055,1,1,0,4,3,0,0,0,0,0,0,3,11,0
8557,1982,Graduation,Single,10.86376170235393,1,0,57,2.4849066497880004,1.3862943611198906,3.1354942159291497,1.0986122886681096,1.0986122886681096,1.9459101490553132,2,2,0,3,6,0,0,0,0,0,0,3,11,0
8375,1968,PhD,Married,10.932303075252127,0,1,63,6.104793232414985,0.0,3.367295829986474,0.0,0.0,3.784189633918261,3,8,2,6,7,0,0,0,0,0,0,3,11,0
6853,1982,Master,Single,11.2355632920364,0,0,12,6.569481420414296,3.295836866004329,6.289715570908998,4.248495242049359,2.639057329615259,4.394449154672439,1,3,6,11,1,0,1,1,0,0,0,3,11,1
3076,1975,Graduation,Together,11.107270338809778,1,1,18,6.115892125483034,2.9444389791664403,4.634728988229636,2.833213344056216,2.9444389791664403,1.9459101490553132,4,4,2,12,3,0,0,0,0,0,0,3,11,0
1012,1952,Graduation,Single,11.03204691757219,0,1,26,6.261491684321042,2.0794415416798357,4.90527477843843,3.6375861597263857,2.70805020110221,5.135798437050262,4,8,2,10,7,0,0,0,0,0,0,3,11,0
6518,1951,PhD,Widow,11.122560769584661,0,1,8,6.304448802421981,0.0,3.8918202981106265,0.0,1.9459101490553132,1.9459101490553132,1,7,3,8,5,0,0,0,0,0,0,3,11,0
4137,1948,Graduation,Together,11.165733981956047,0,0,29,5.988961416889864,3.713572066704308,5.908082938168931,4.787491742782046,4.812184355372417,3.4339872044851463,1,7,4,4,4,0,0,0,0,0,0,3,11,0
8082,1971,Graduation,Married,10.155101935826032,1,0,75,0.6931471805599453,1.3862943611198906,1.9459101490553132,1.3862943611198906,1.9459101490553132,2.772588722239781,1,1,1,2,7,0,0,0,0,0,0,3,11,1
1386,1967,Graduation,Together,10.3882258415388,1,1,0,2.3978952727983707,0.0,0.6931471805599453,0.0,0.0,0.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
9369,1979,2n Cycle,Single,11.387305551045577,0,1,19,6.535241271013659,2.70805020110221,5.736572297479192,5.308267697401205,3.2188758248682006,3.6635616461296463,1,11,10,10,5,1,0,0,1,0,0,3,11,1
4477,1958,Graduation,Together,11.143266593473202,0,1,4,5.5134287461649825,3.912023005428146,5.075173815233827,2.0794415416798357,4.418840607796598,4.700480365792417,1,5,2,10,4,0,0,0,0,0,0,3,11,0
1357,1970,Graduation,Together,11.223308187883937,1,2,90,6.75343791859778,4.0943445622221,6.1903154058531475,4.07753744390572,3.4011973816621555,4.304065093204169,7,2,5,5,5,0,0,0,0,0,0,3,11,0
1402,1954,Master,Married,11.112328488258925,0,0,1,6.208590026096629,3.6109179126442243,6.133398042996649,5.247024072160486,4.110873864173311,2.5649493574615367,3,4,8,6,3,0,0,0,0,0,0,3,11,0
10629,1973,2n Cycle,Married,10.86376170235393,1,0,25,3.258096538021482,1.3862943611198906,3.784189633918261,2.8903717578961645,1.6094379124341003,2.8903717578961645,3,3,0,3,8,0,0,0,0,0,0,3,11,0
6312,1959,Graduation,Married,11.082634735426408,0,1,29,5.556828061699537,4.68213122712422,5.676753802268282,4.442651256490317,3.6375861597263857,4.465908118654584,4,10,3,13,7,0,0,0,0,0,0,3,11,0
8132,1975,PhD,Married,11.012578085491866,1,1,88,6.338594078203183,1.9459101490553132,4.189654742026425,0.0,1.9459101490553132,2.995732273553991,5,9,2,8,7,0,1,0,0,0,0,3,11,0
1050,1952,Graduation,Married,10.251782482029256,0,0,58,2.70805020110221,2.3978952727983707,2.639057329615259,1.6094379124341003,2.772588722239781,2.302585092994046,1,2,1,4,2,0,0,0,0,0,0,3,11,0
5846,1977,Graduation,Divorced,10.60279074590741,1,0,68,1.0986122886681096,0.6931471805599453,1.9459101490553132,1.0986122886681096,0.6931471805599453,0.6931471805599453,1,1,0,2,6,0,0,0,0,0,0,3,11,0
1859,1972,Master,Married,11.228597760331022,0,0,34,6.582025138892826,4.718498871295094,6.8308742346461795,4.584967478670572,2.9444389791664403,2.9444389791664403,1,7,6,5,5,0,0,0,0,0,0,3,11,1
7503,1976,Graduation,Single,11.236196520732264,0,0,40,6.940222469119639,4.663439094112067,6.659293919683638,4.927253685157205,4.663439094112067,3.9512437185814275,0,5,8,9,4,1,0,0,0,0,0,3,11,1
10401,1976,2n Cycle,Together,10.17835030752565,0,0,12,0.6931471805599453,0.0,1.791759469228055,0.0,1.3862943611198906,2.302585092994046,1,0,0,3,3,0,0,0,0,0,1,3,11,0
1618,1965,Graduation,Together,10.933945903428258,0,0,9,6.359573868672378,0.0,4.174387269895637,0.0,0.0,3.9512437185814275,2,10,1,8,8,1,0,0,0,0,0,3,11,1
3332,1985,Graduation,Single,10.300954090533025,1,0,87,4.174387269895637,1.6094379124341003,4.23410650459726,2.0794415416798357,1.791759469228055,2.8903717578961645,4,3,1,4,8,0,0,0,0,0,0,3,11,0
2261,1969,Graduation,Married,10.177514314164908,1,0,5,1.6094379124341003,0.6931471805599453,1.791759469228055,1.0986122886681096,0.0,1.6094379124341003,1,1,0,2,7,0,0,0,0,0,0,3,11,0
5346,1973,2n Cycle,Married,10.067305637765523,1,0,87,3.258096538021482,1.791759469228055,2.995732273553991,2.0794415416798357,0.0,3.1780538303479458,3,3,0,3,7,0,0,0,0,0,0,3,11,0
4119,1963,Master,Together,10.561551448966803,0,0,56,4.727387818712341,2.8903717578961645,3.8066624897703196,3.5553480614894135,3.1354942159291497,4.499809670330265,1,2,5,3,3,0,0,0,0,0,0,3,11,0
535,1987,Graduation,Divorced,11.306663612524535,0,0,18,5.099866427824199,3.1780538303479458,6.052089168924417,3.332204510175204,4.189654742026425,4.343805421853684,1,3,10,13,1,0,0,0,0,0,0,3,11,0
5268,1960,Graduation,Married,10.290143539657238,1,1,95,2.8903717578961645,2.1972245773362196,2.70805020110221,2.3978952727983707,1.6094379124341003,1.3862943611198906,2,1,0,4,7,0,0,0,0,0,0,3,11,0
273,1970,Master,Married,10.495127893591839,1,1,48,4.875197323201151,0.0,2.833213344056216,0.0,0.0,1.791759469228055,5,3,1,4,7,0,1,0,0,0,0,3,11,0
4452,1957,Graduation,Single,10.827528176270343,0,1,3,5.680172609017068,1.9459101490553132,3.6375861597263857,0.0,1.3862943611198906,3.5553480614894135,4,6,1,6,7,0,1,0,1,0,0,3,11,1
8504,1973,Graduation,Married,11.284693992107073,0,0,70,5.860786223465865,4.110873864173311,6.343880434126331,4.709530201312334,4.897839799950911,4.983606621708336,1,5,6,7,2,0,0,1,0,0,0,3,11,0
771,1967,Graduation,Together,10.900048658473553,0,1,79,4.912654885736052,2.302585092994046,3.6888794541139363,1.6094379124341003,0.0,2.0794415416798357,1,2,2,5,2,0,0,0,0,0,0,3,11,0
8996,1957,PhD,Married,10.86376170235393,2,1,4,5.442417710521793,3.7612001156935624,5.262690188904886,3.912023005428146,3.6375861597263857,3.9889840465642745,12,7,2,8,9,0,0,0,0,0,0,3,11,0
9235,1957,Graduation,Single,10.86376170235393,1,1,45,2.0794415416798357,0.0,2.1972245773362196,1.0986122886681096,0.0,0.6931471805599453,1,1,0,2,7,0,0,0,0,0,0,3,11,0
5798,1973,Master,Together,10.86376170235393,0,0,87,6.100318952020064,3.6375861597263857,5.886104031450156,4.59511985013459,3.367295829986474,2.9444389791664403,1,2,4,8,1,0,0,0,0,0,0,3,11,0
11178,1972,Master,Single,10.654785709738103,1,0,69,2.772588722239781,1.0986122886681096,2.3978952727983707,0.0,0.6931471805599453,1.6094379124341003,1,1,0,3,7,0,0,0,0,0,0,3,11,0
2230,1970,PhD,Married,10.070145404863476,1,0,84,3.332204510175204,1.0986122886681096,2.70805020110221,0.0,0.0,0.0,3,3,1,3,5,0,0,0,0,0,0,3,11,0
7516,1983,Graduation,Married,10.312180777995717,1,0,30,1.791759469228055,1.3862943611198906,2.4849066497880004,2.5649493574615367,1.791759469228055,2.302585092994046,1,2,0,3,6,0,0,0,0,0,0,3,11,0
7247,1960,Graduation,Widow,10.77722562648903,0,1,72,6.226536669287466,0.0,3.295836866004329,0.0,0.0,4.330733340286331,5,7,4,6,6,0,1,0,0,0,0,3,11,0
11100,1972,Graduation,Divorced,10.855415662001414,1,1,37,3.9512437185814275,1.0986122886681096,2.0794415416798357,0.0,0.6931471805599453,1.0986122886681096,2,2,0,3,7,0,0,0,0,0,0,3,11,0
4646,1951,2n Cycle,Married,11.270828425738932,0,0,44,5.337538079701318,3.295836866004329,6.104793232414985,4.330733340286331,0.0,5.4116460518550396,1,5,7,12,2,0,0,0,1,0,0,3,11,0
3037,1983,PhD,Married,10.822793733370741,0,0,32,4.912654885736052,3.8501476017100584,4.532599493153256,4.189654742026425,4.127134385045092,2.4849066497880004,2,5,2,7,5,0,0,0,0,0,0,3,11,0
1473,1960,2n Cycle,Single,10.775282884523719,0,1,0,3.9889840465642745,0.6931471805599453,1.791759469228055,1.0986122886681096,0.6931471805599453,2.3978952727983707,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1016,1959,PhD,Single,10.450307536525495,0,1,43,3.7376696182833684,0.6931471805599453,1.9459101490553132,1.0986122886681096,0.0,1.791759469228055,2,2,0,3,6,0,0,0,0,0,0,3,11,0
4518,1979,Graduation,Together,11.358538090466329,0,1,59,5.958424693029782,5.153291594497779,5.214935757608986,5.225746673713202,4.890349128221754,4.718498871295094,2,9,5,11,5,0,0,0,0,0,0,3,11,0
9370,1945,PhD,Married,11.095089148047066,0,0,68,6.333279628139691,4.406719247264253,5.6240175061873385,4.394449154672439,3.713572066704308,4.406719247264253,1,6,3,6,4,0,0,0,0,0,0,3,11,0
8908,1959,Graduation,Married,11.375913737285305,0,0,35,5.384495062789089,4.343805421853684,6.53813982376767,3.9318256327243257,3.295836866004329,3.6635616461296463,1,3,11,5,1,0,0,0,0,0,0,3,11,1
8373,1979,Basic,Together,10.11029844922944,1,0,94,0.6931471805599453,1.3862943611198906,1.9459101490553132,2.3978952727983707,0.0,2.302585092994046,1,1,0,3,5,0,0,0,0,0,0,3,11,0
7533,1964,Graduation,Married,10.80155321211961,1,1,15,4.976733742420574,0.6931471805599453,3.4965075614664802,1.0986122886681096,0.6931471805599453,2.0794415416798357,4,4,1,4,7,0,0,0,0,0,0,3,11,0
2683,1969,Graduation,Married,10.866929010196616,0,2,56,5.69035945432406,4.672828834461906,5.605802066295998,4.330733340286331,4.59511985013459,4.189654742026425,4,6,4,12,6,0,0,0,0,0,0,3,11,0
3629,1978,Graduation,Single,10.559918880159413,1,0,17,4.343805421853684,1.3862943611198906,3.4657359027997265,1.6094379124341003,1.6094379124341003,3.332204510175204,2,3,1,3,7,0,0,0,0,0,0,3,11,0
10991,1960,Master,Married,11.397054350427297,0,0,18,6.12029741895095,5.272999558563747,4.672828834461906,3.4657359027997265,3.1354942159291497,3.784189633918261,1,5,4,4,2,0,0,0,0,0,0,3,11,0
5077,1979,Graduation,Together,11.255436297881227,0,1,46,6.054439346269371,4.7535901911063645,5.680172609017068,3.1780538303479458,3.58351893845611,4.382026634673881,1,6,6,11,3,0,0,0,0,0,0,3,11,0
7431,1991,PhD,Single,11.129128889332778,0,0,40,7.195187320178709,2.8903717578961645,5.7430031878094825,3.1780538303479458,3.9512437185814275,4.465908118654584,1,7,4,5,9,0,1,0,0,0,0,3,11,1
3267,1963,Master,Together,10.955863912197044,0,1,27,6.269096283706261,0.0,3.091042453358316,0.0,0.0,4.110873864173311,3,8,1,8,6,0,1,0,0,0,0,3,11,0
999,1991,Graduation,Single,11.362544338109172,0,0,95,6.19644412779452,3.8066624897703196,4.836281906951478,3.4011973816621555,3.044522437723423,3.1354942159291497,1,6,7,11,3,0,1,1,0,0,0,3,11,1
9215,1980,PhD,Married,10.691376569605758,1,0,19,5.937536205082426,0.0,4.624972813284271,0.0,0.0,4.290459441148391,5,6,4,6,7,0,0,0,0,0,0,3,11,0
2286,1962,Graduation,Single,10.835376005033337,1,1,27,4.174387269895637,0.6931471805599453,3.091042453358316,0.0,0.6931471805599453,3.332204510175204,2,2,1,3,6,0,0,0,0,0,0,3,11,0
1592,1970,Graduation,Married,11.416040045126518,0,0,25,6.306275286948016,4.605170185988092,6.70073110954781,5.0238805208462765,4.418840607796598,3.5263605246161616,0,4,6,5,1,0,0,1,1,0,0,3,11,0
367,1978,2n Cycle,Married,10.506463824584774,1,0,74,3.8712010109078907,4.51085950651685,4.553876891600541,4.820281565605037,4.6443908991413725,4.795790545596741,5,9,1,5,9,0,0,0,0,0,0,3,11,0
5234,1967,2n Cycle,Together,10.333775346075639,1,1,85,2.5649493574615367,1.791759469228055,3.258096538021482,0.0,2.302585092994046,3.4339872044851463,2,1,1,3,5,0,0,0,0,0,0,3,11,0
9862,1969,Graduation,Together,9.995109119583352,1,0,37,0.6931471805599453,1.9459101490553132,2.0794415416798357,2.4849066497880004,1.791759469228055,1.3862943611198906,2,2,0,3,6,0,0,0,0,0,0,3,11,0
9805,1953,Master,Together,10.935425707936245,0,1,65,5.771441123130016,3.8918202981106265,4.897839799950911,3.6888794541139363,4.290459441148391,3.8918202981106265,4,6,2,10,4,0,0,0,0,0,0,3,11,0
6205,1967,Master,Single,10.390778393168455,1,0,13,3.5553480614894135,1.3862943611198906,3.4011973816621555,0.0,1.6094379124341003,2.3978952727983707,3,2,1,3,5,0,0,0,0,0,0,3,11,1
8442,1985,Master,Married,9.878733688069898,2,0,63,2.302585092994046,0.0,2.0794415416798357,1.3862943611198906,1.6094379124341003,2.0794415416798357,2,1,0,3,7,0,0,0,0,0,0,3,11,0
7386,1976,Graduation,Divorced,10.341516651517555,1,0,83,2.8903717578961645,0.0,2.70805020110221,2.0794415416798357,1.3862943611198906,1.0986122886681096,1,1,0,3,7,0,0,0,0,0,0,3,11,0
7215,1983,Graduation,Single,11.532443738116108,0,0,69,6.583409222158765,3.332204510175204,4.634728988229636,3.8066624897703196,4.290459441148391,5.1298987149230735,0,6,8,13,2,0,1,1,1,0,0,3,11,1
1491,1965,2n Cycle,Together,11.17729887069272,0,0,87,5.093750200806762,3.5263605246161616,4.8283137373023015,3.713572066704308,3.367295829986474,5.153291594497779,2,3,4,7,1,0,0,0,0,0,0,3,11,0
11071,1984,Graduation,Single,11.284869869294997,0,0,37,6.111467339502679,4.897839799950911,6.858565034791365,5.159055299214529,0.0,5.37989735354046,1,3,6,6,1,0,0,0,0,0,0,3,11,1
3381,1953,Master,Married,10.903181493116058,1,1,51,4.2626798770413155,0.0,2.833213344056216,0.0,0.0,1.6094379124341003,2,2,0,4,6,0,0,0,0,0,0,3,11,0
8268,1961,PhD,Married,10.86376170235393,0,1,23,5.8664680569332965,0.0,3.332204510175204,2.3978952727983707,0.0,2.772588722239781,3,6,1,7,6,0,0,0,0,0,0,3,11,0
11051,1956,PhD,Together,11.256444857795005,1,1,72,6.20050917404269,2.995732273553991,4.709530201312334,2.833213344056216,2.5649493574615367,2.5649493574615367,4,6,3,10,4,0,0,0,0,0,0,3,11,0
